id,name,group,pattern,equipment,level,tracks,source,purpose,caution
single-arm-neutral-grip-dumbbell-row,Single-Arm Neutral-Grip Dumbbell Row,Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
single-arm-neutral-grip-dumbbell-row-and-rotation,Single-Arm Neutral-Grip Dumbbell Row and Rotation,Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
single-arm-single-leg-underhand-grip-dumbbell-row,"Single-Arm, Single-Leg Underhand-Grip Dumbbell Row",Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
single-leg-neutral-grip-dumbbell-row,Single-Leg Neutral-Grip Dumbbell Row,Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
single-leg-single-arm-rotational-dumbbell-row,Single-Leg Single-Arm Rotational Dumbbell Row,Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
standing-cable-pullover,Standing Cable Pullover,Lats / Upper Back,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
standing-single-arm-cable-row,Standing Single-Arm Cable Row,Upper Back / Lats,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
standing-supported-single-arm-underhand-grip-dumbbell-row,Standing Supported Single-Arm Underhand-Grip Dumbbell Row,Upper Back / Lats,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
suspended-chinup,Suspended Chinup,Lats / Upper Back,Pull,Bar / station,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.",Best for trained clients; regress when control or comfort is uncertain.
suspended-inverted-row,Suspended Inverted Row,Upper Back / Lats,Pull,Bar / station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-ez-bar-pullover,Swiss-Ball EZ-Bar Pullover,Lats / Upper Back,Pull,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-i-raise,Swiss-Ball I Raise,Upper Back / Rear Delts,Pull,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-l-raise,Swiss-Ball L Raise,Upper Back / Rear Delts,Pull,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-t-raise,Swiss-Ball T Raise,Upper Back / Rear Delts,Pull,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-w-raise,Swiss-Ball W Raise,Upper Back / Rear Delts,Pull,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
swiss-ball-y-raise,Swiss-Ball Y Raise,Upper Back / Rear Delts,Pull,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
towel-pullup,Towel Pullup,Lats / Upper Back,Pull,Towel / bar,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.",Best for trained clients; regress when control or comfort is uncertain.
towel-grip-inverted-row,Towel-Grip Inverted Row,Upper Back / Lats,Pull,Towel / bar,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
underhand-grip-cable-row,Underhand-Grip Cable Row,Upper Back / Lats,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
underhand-grip-inverted-row,Underhand-Grip Inverted Row,Upper Back / Lats,Pull,Bar / station,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
underhand-grip-lat-pulldown,Underhand-Grip Lat Pulldown,Lats / Upper Back,Pull,Cable station,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
underhand-grip-rear-lateral-raise,Underhand-Grip Rear Lateral Raise,Upper Back / Rear Delts,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
v-grip-cable-row,V-Grip Cable Row,Upper Back / Lats,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
weighted-inverted-row,Weighted Inverted Row,Upper Back / Lats,Pull,Bar / station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
wide-grip-cable-row,Wide-Grip Cable Row,Upper Back / Lats,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
wide-grip-lat-pulldown,Wide-Grip Lat Pulldown,Lats / Upper Back,Pull,Cable station,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
wide-grip-pullup,Wide-Grip Pullup,Lats / Upper Back,Pull,Bar / station,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
y-t-l-w-i-raise,Y-T-L-W-I Raise,Upper Back / Rear Delts,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Back,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
sleeper-stretch,Sleeper Stretch,Rotator Cuff / Shoulders,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Shoulders,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
barbell-push-press,Barbell Push Press,Shoulders,Power,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
barbell-split-jerk,Barbell Split Jerk,Shoulders,Power,Barbell,Advanced,Teen Athlete,Men’s Health Big Book — Shoulders,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
dumbbell-push-press,Dumbbell Push Press,Shoulders,Power,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
45-degree-cable-external-rotation,45-Degree Cable External Rotation,Rotator Cuff / Shoulders,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
90-degree-cable-external-rotation,90-Degree Cable External Rotation,Rotator Cuff / Shoulders,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
barbell-shrug,Barbell Shrug,Shoulders / Traps / Serratus,Pull,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
bent-arm-lateral-raise-and-external-rotation,Bent-Arm Lateral Raise and External Rotation,Shoulders / Delts,Pull,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
cable-diagonal-raise,Cable Diagonal Raise,Rotator Cuff / Shoulders,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
cable-external-rotation,Cable External Rotation,Rotator Cuff / Shoulders,Pull,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
dumbbell-diagonal-raise,Dumbbell Diagonal Raise,Rotator Cuff / Shoulders,Pull,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
dumbbell-shrug,Dumbbell Shrug,Shoulders / Traps / Serratus,Pull,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
lying-external-rotation,Lying External Rotation,Rotator Cuff / Shoulders,Pull,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
overhead-barbell-shrug,Overhead Barbell Shrug,Shoulders / Traps / Serratus,Pull,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
overhead-dumbbell-shrug,Overhead Dumbbell Shrug,Shoulders / Traps / Serratus,Pull,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
scaption,Scaption,Shoulders / Delts,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
scaption-and-shrug,Scaption and Shrug,Shoulders / Delts,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
seated-dumbbell-external-rotation,Seated Dumbbell External Rotation,Rotator Cuff / Shoulders,Pull,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
serratus-chair-shrug,Serratus Chair Shrug,Shoulders / Traps / Serratus,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
serratus-shrug,Serratus Shrug,Shoulders / Traps / Serratus,Pull,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
wide-grip-barbell-shrug,Wide-Grip Barbell Shrug,Shoulders / Traps / Serratus,Pull,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,"Builds upper-back strength, shoulder stability, and posture support.","Use a load and range that allow clean, repeatable reps."
alternating-dumbbell-shoulder-press,Alternating Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
alternating-lateral-raise-with-static-hold,Alternating Lateral Raise with Static Hold,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
alternating-swiss-ball-dumbbell-shoulder-press,Alternating Swiss-Ball Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
barbell-shoulder-press,Barbell Shoulder Press,Shoulders,Push,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
cable-front-raise,Cable Front Raise,Shoulders / Delts,Push,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
combo-shoulder-raise,Combo Shoulder Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
dumbbell-alternating-shoulder-press-and-twist,Dumbbell Alternating Shoulder Press and Twist,Shoulders,Push,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
dumbbell-shoulder-press,Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
floor-inverted-shoulder-press,Floor Inverted Shoulder Press,Shoulders,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
front-raise,Front Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
inverted-shoulder-press,Inverted Shoulder Press,Shoulders,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
lateral-raise,Lateral Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
leaning-lateral-raise,Leaning Lateral Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
seated-barbell-shoulder-press,Seated Barbell Shoulder Press,Shoulders,Push,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
seated-dumbbell-shoulder-press,Seated Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
side-lying-lateral-raise,Side-Lying Lateral Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
single-arm-dumbbell-shoulder-press,Single-Arm Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-dumbbell-shoulder-press,Swiss-Ball Dumbbell Shoulder Press,Shoulders,Push,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
weight-plate-front-raise,Weight-Plate Front Raise,Shoulders / Delts,Push,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Shoulders,Develops pressing strength and anterior upper-body capacity.,"Use a load and range that allow clean, repeatable reps."
alternating-dumbbell-lying-triceps-extension,Alternating Dumbbell Lying Triceps Extension,Triceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
barbell-curl,Barbell Curl,Biceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
cable-alternating-flex-curl,Cable Alternating Flex Curl,Biceps / Arms,Arms,Cable station,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
cable-curl,Cable Curl,Biceps / Arms,Arms,Cable station,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
cable-hammer-curl,Cable Hammer Curl,Biceps / Arms,Arms,Cable station,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
cable-overhead-triceps-extension,Cable Overhead Triceps Extension,Triceps / Arms,Arms,Cable station,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
close-grip-ez-bar-curl,Close-Grip EZ-Bar Curl,Biceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
decline-hammer-curl,Decline Hammer Curl,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
dumbbell-curl-with-static-hold,Dumbbell Curl with Static Hold,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
dumbbell-kickback,Dumbbell Kickback,Triceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
dumbbell-lying-triceps-extension,Dumbbell Lying Triceps Extension,Triceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
dumbbell-overhead-triceps-extension,Dumbbell Overhead Triceps Extension,Triceps / Arms,Arms,Dumbbells,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
ez-bar-curl,EZ-Bar Curl,Biceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
ez-bar-lying-triceps-extension,EZ-Bar Lying Triceps Extension,Triceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
ez-bar-overhead-triceps-extension,EZ-Bar Overhead Triceps Extension,Triceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
ez-bar-preacher-curl,EZ-Bar Preacher Curl,Biceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
hammer-curl-to-press,Hammer Curl to Press,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
incline-dumbbell-curl,Incline Dumbbell Curl,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
incline-ez-bar-lying-triceps-extension,Incline EZ-Bar Lying Triceps Extension,Triceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
lying-dumbbell-pullover-to-extension,Lying Dumbbell Pullover to Extension,Triceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
lying-triceps-extension-to-close-grip-bench-press,Lying Triceps Extension to Close-Grip Bench Press,Triceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
reverse-ez-bar-curl,Reverse EZ-Bar Curl,Biceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
rope-triceps-pressdown,Rope Triceps Pressdown,Triceps / Arms,Arms,Cable station,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
seated-dumbbell-overhead-triceps-extension,Seated Dumbbell Overhead Triceps Extension,Triceps / Arms,Arms,Dumbbells,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
seated-ez-bar-overhead-triceps-extension,Seated EZ-Bar Overhead Triceps Extension,Triceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
seated-reverse-dumbbell-curl,Seated Reverse Dumbbell Curl,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
single-arm-rope-triceps-pressdown,Single-Arm Rope Triceps Pressdown,Triceps / Arms,Arms,Cable station,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
split-stance-hammer-curl-to-press,Split-Stance Hammer Curl to Press,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
split-stance-offset-pinky-dumbbell-curl,Split-Stance Offset-Pinky Dumbbell Curl,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
standing-dumbbell-curl,Standing Dumbbell Curl,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
standing-zottman-curl,Standing Zottman Curl,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
static-curl,Static Curl,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
static-lying-triceps-extension,Static Lying Triceps Extension,Triceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-dumbbell-lying-triceps-extension,Swiss-Ball Dumbbell Lying Triceps Extension,Triceps / Arms,Arms,Dumbbells,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-dumbbell-overhead-triceps-extension,Swiss-Ball Dumbbell Overhead Triceps Extension,Triceps / Arms,Arms,Dumbbells,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-ez-bar-lying-triceps-extension,Swiss-Ball EZ-Bar Lying Triceps Extension,Triceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-ez-bar-overhead-triceps-extension,Swiss-Ball EZ-Bar Overhead Triceps Extension,Triceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
